"","#","S","PLAYER","PO","MIN","PTS","FGM","FGA","FG%","3FGM","3FGA","3FG%","FTM","FTA","FT%","OR","DR","TR","AS","TO","ST","BS","BSR","F","FD","DUNK","EFF","SHEDULEKEY","TEAM"
"763",2,"","山本 柊輔山本","PG","00:36",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3058","北海道"
"764",8,"〇","多嶋 朝飛多嶋","PG","35:55",8,3,7,"42.9%",2,3,"66.7%",0,0,"-",0,0,0,3,1,1,0,0,3,2,0,7,"3058","北海道"
"765",9,"","折茂 武彦折茂","SG","02:32",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,1,0,-1,"3058","北海道"
"766",10,"","市岡 ショーン市岡","PF","11:29",3,1,4,"25.0%",0,0,"-",1,2,"50.0%",3,1,4,0,0,0,0,0,1,2,0,3,"3058","北海道"
"767",11,"〇","桜井 良太桜井","SF","26:33",6,2,4,"50.0%",1,2,"50.0%",1,1,"100.0%",0,2,2,3,1,0,0,0,3,2,0,8,"3058","北海道"
"768",13,"〇","デイビッド・ドブラスドブラス","C","26:12",6,3,7,"42.9%",0,0,"-",0,0,"-",1,8,9,0,1,0,0,2,5,2,0,10,"3058","北海道"
"769",15,"〇","マーク・トラソリーニトラソリーニ","PF/C","31:42",27,10,23,"43.5%",3,7,"42.9%",4,6,"66.7%",5,6,11,1,2,0,3,0,1,4,2,25,"3058","北海道"
"770",17,"","川邉 亮平川邉","SF","13:36",7,3,5,"60.0%",1,2,"50.0%",0,1,"0.0%",0,1,1,2,0,0,0,0,0,2,0,7,"3058","北海道"
"771",23,"","野口 大介野口","PF","10:37",6,2,3,"66.7%",1,1,"100.0%",1,2,"50.0%",0,2,2,0,0,0,0,0,2,0,0,6,"3058","北海道"
"772",32,"〇","松島 良豪松島","PG","26:28",4,2,4,"50.0%",0,1,"0.0%",0,0,"-",0,0,0,7,5,1,0,0,4,1,0,5,"3058","北海道"
"773",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,0,0,0,0,0,0,0,0,1,"3058","北海道"
"774",NA,"","合計","","200:00",72,28,61,"45.9%",9,18,"50.0%",7,13,"53.8%",9,21,30,16,12,2,3,2,20,17,2,72,"3058","北海道"
"775",4,"〇","ジェフ・ギブスギブス","PF/C","28:22",28,8,17,"47.1%",1,1,"100.0%",11,12,"91.7%",5,3,8,4,0,4,1,2,3,8,0,35,"3058","栃木"
"776",10,"","竹内 公輔竹内","PF/C","20:57",6,1,2,"50.0%",0,0,"-",4,6,"66.7%",2,5,7,0,0,0,0,0,1,4,0,10,"3058","栃木"
"777",11,"","田原 隆徳田原","SG","05:30",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,1,0,0,0,0,2,0,0,2,"3058","栃木"
"778",13,"〇","渡邉 裕規渡邉","PG","29:41",16,6,14,"42.9%",4,10,"40.0%",0,0,"-",1,2,3,5,0,0,0,0,1,0,0,16,"3058","栃木"
"779",18,"〇","鵤 誠司鵤","PG","29:23",10,4,12,"33.3%",1,2,"50.0%",1,2,"50.0%",0,1,1,1,2,0,0,1,4,1,0,1,"3058","栃木"
"780",21,"","橋本 晃佑橋本","PF/C","13:44",4,1,3,"33.3%",0,0,"-",2,2,"100.0%",0,2,2,0,0,0,0,0,0,1,0,4,"3058","栃木"
"781",22,"〇","ライアン・ロシターロシター","PF/C","29:14",18,8,14,"57.1%",0,1,"0.0%",2,4,"50.0%",2,7,9,5,2,2,0,0,2,2,0,24,"3058","栃木"
"782",24,"〇","栗原 貴宏栗原","SF","21:45",2,1,1,"100.0%",0,0,"-",0,0,"-",1,1,2,1,1,0,1,0,4,2,0,5,"3058","栃木"
"783",25,"","エリック・ロバーツロバーツ","SG","01:27",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,0,0,0,0,0,0,0,0,1,"3058","栃木"
"784",30,"","山崎 稜山崎","SG","19:57",2,1,3,"33.3%",0,2,"0.0%",0,0,"-",0,1,1,1,0,0,0,0,1,1,0,2,"3058","栃木"
"785",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,2,6,0,0,0,0,0,0,0,0,6,"3058","栃木"
"786",NA,"","合計","","200:00",86,30,66,"45.5%",6,16,"37.5%",20,26,"76.9%",15,26,41,18,5,6,2,3,18,19,0,106,"3058","栃木"
"787",0,"","溝口 秀人溝口","SG","03:51",0,0,3,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,-3,"3059","北海道"
"788",1,"","関野 剛平関野","SG/SF","07:19",2,0,2,"0.0%",0,1,"0.0%",2,3,"66.7%",0,1,1,0,1,0,0,0,1,1,0,-1,"3059","北海道"
"789",2,"","山本 柊輔山本","PG","01:19",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,0,0,0,-1,"3059","北海道"
"790",8,"〇","多嶋 朝飛多嶋","PG","25:14",5,2,6,"33.3%",1,1,"100.0%",0,2,"0.0%",2,2,4,3,0,1,0,0,5,2,0,7,"3059","北海道"
"791",9,"","折茂 武彦折茂","SG","07:26",0,0,3,"0.0%",0,0,"-",0,0,"-",0,0,0,0,0,0,0,1,0,0,0,-3,"3059","北海道"
"792",10,"","市岡 ショーン市岡","PF","18:29",6,3,7,"42.9%",0,0,"-",0,0,"-",2,5,7,1,0,1,0,1,2,0,1,11,"3059","北海道"
"793",11,"〇","桜井 良太桜井","SF","21:54",2,1,6,"16.7%",0,3,"0.0%",0,0,"-",0,2,2,2,0,0,0,0,5,1,0,1,"3059","北海道"
"794",13,"〇","デイビッド・ドブラスドブラス","C","21:31",15,5,10,"50.0%",0,1,"0.0%",5,8,"62.5%",3,6,9,1,6,1,0,1,3,6,0,12,"3059","北海道"
"795",15,"〇","マーク・トラソリーニトラソリーニ","PF/C","32:09",21,8,15,"53.3%",3,5,"60.0%",2,4,"50.0%",5,4,9,1,1,0,1,0,1,4,0,22,"3059","北海道"
"796",17,"","川邉 亮平川邉","SF","18:02",3,1,4,"25.0%",1,2,"50.0%",0,0,"-",0,2,2,0,2,1,0,0,2,0,0,1,"3059","北海道"
"797",23,"","野口 大介野口","PF","07:51",0,0,3,"0.0%",0,2,"0.0%",0,0,"-",0,1,1,0,0,0,0,0,2,0,0,-2,"3059","北海道"
"798",32,"〇","松島 良豪松島","PG","34:55",6,2,4,"50.0%",0,0,"-",2,3,"66.7%",1,2,3,9,1,0,0,0,3,2,0,14,"3059","北海道"
"799",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,1,2,0,1,0,0,0,0,0,0,1,"3059","北海道"
"800",NA,"","合計","","200:00",60,22,63,"34.9%",5,16,"31.3%",11,20,"55.0%",14,26,40,17,13,4,1,3,24,16,1,59,"3059","北海道"
"801",4,"〇","ジェフ・ギブスギブス","PF/C","23:40",9,4,9,"44.4%",0,0,"-",1,4,"25.0%",5,7,12,2,0,2,1,0,1,3,0,18,"3059","栃木"
"802",10,"","竹内 公輔竹内","PF/C","20:55",11,4,8,"50.0%",0,0,"-",3,3,"100.0%",3,4,7,1,0,0,0,1,0,5,0,15,"3059","栃木"
"803",11,"","田原 隆徳田原","SG","10:35",7,2,3,"66.7%",1,2,"50.0%",2,4,"50.0%",0,2,2,0,0,3,1,0,0,2,0,10,"3059","栃木"
"804",13,"〇","渡邉 裕規渡邉","PG","23:39",12,3,8,"37.5%",3,5,"60.0%",3,4,"75.0%",0,1,1,3,0,1,0,0,4,2,0,11,"3059","栃木"
"805",18,"〇","鵤 誠司鵤","PG","24:15",3,1,14,"7.1%",1,4,"25.0%",0,0,"-",1,0,1,3,1,1,0,0,2,1,0,-6,"3059","栃木"
"806",21,"","橋本 晃佑橋本","PF/C","19:14",2,1,2,"50.0%",0,1,"0.0%",0,0,"-",2,1,3,1,1,0,0,0,1,0,0,4,"3059","栃木"
"807",22,"〇","ライアン・ロシターロシター","PF/C","31:26",25,9,15,"60.0%",1,2,"50.0%",6,8,"75.0%",4,7,11,6,2,0,1,0,1,7,0,33,"3059","栃木"
"808",24,"〇","栗原 貴宏栗原","SF","22:55",5,2,5,"40.0%",0,3,"0.0%",1,2,"50.0%",0,1,1,3,1,0,0,0,2,1,0,4,"3059","栃木"
"809",25,"","エリック・ロバーツロバーツ","SG","01:19",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,1,0,0,0,0,2,0,0,1,"3059","栃木"
"810",30,"","山崎 稜山崎","SG","22:02",11,4,8,"50.0%",2,4,"50.0%",1,1,"100.0%",0,1,1,0,1,0,0,0,3,2,0,7,"3059","栃木"
"811",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,4,6,0,0,0,0,0,0,0,0,6,"3059","栃木"
"812",NA,"","合計","","200:00",85,30,72,"41.7%",8,21,"38.1%",17,26,"65.4%",17,28,45,20,6,7,3,1,16,23,0,103,"3059","栃木"
"813",1,"","小島 元基小島","PG","15:11",1,0,3,"0.0%",0,2,"0.0%",1,2,"50.0%",1,0,1,2,0,0,0,0,0,4,0,0,"2992","A東京"
"814",2,"","齋藤 拓実齋藤","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2992","A東京"
"815",3,"〇","安藤 誓哉安藤","PG","22:35",7,3,5,"60.0%",0,1,"0.0%",1,1,"100.0%",1,0,1,2,0,0,0,0,0,1,0,8,"2992","A東京"
"816",6,"","馬場 雄大馬場","SF","22:57",13,6,7,"85.7%",1,1,"100.0%",0,1,"0.0%",1,6,7,4,1,2,0,0,0,2,0,23,"2992","A東京"
"817",7,"","正中 岳城正中","SG","02:19",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,-1,"2992","A東京"
"818",10,"","ザック・バランスキーバランスキー","SF/PF","22:54",7,3,8,"37.5%",1,5,"20.0%",0,0,"-",0,4,4,1,2,2,0,0,4,1,0,7,"2992","A東京"
"819",13,"〇","菊地 祥平菊地","SF","11:53",0,0,2,"0.0%",0,0,"-",0,0,"-",0,2,2,0,0,0,0,1,1,1,0,0,"2992","A東京"
"820",15,"〇","竹内 譲次竹内","PF/C","25:19",4,1,4,"25.0%",0,3,"0.0%",2,2,"100.0%",0,8,8,3,1,1,2,0,1,3,0,14,"2992","A東京"
"821",24,"〇","田中 大貴田中","SG","26:48",13,5,10,"50.0%",0,0,"-",3,4,"75.0%",0,0,0,5,1,0,0,1,1,2,0,11,"2992","A東京"
"822",51,"","ミルコ・ビエリツァビエリツァ","PF","17:53",1,0,8,"0.0%",0,0,"-",1,2,"50.0%",1,0,1,0,1,0,0,1,1,3,0,-8,"2992","A東京"
"823",53,"〇","アレックス・カークカーク","C","32:11",27,11,17,"64.7%",0,1,"0.0%",5,5,"100.0%",0,6,6,0,1,0,2,2,0,3,2,28,"2992","A東京"
"824",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,2,6,0,0,0,0,0,0,0,0,6,"2992","A東京"
"825",NA,"","合計","","200:00",73,29,65,"44.6%",2,13,"15.4%",13,17,"76.5%",8,28,36,17,7,5,4,5,8,20,2,88,"2992","A東京"
"826",0,"〇","満原 優樹満原","PF/C","25:34",2,1,3,"33.3%",0,0,"-",0,0,"-",3,4,7,2,0,0,1,0,4,0,0,10,"2992","SR渋谷"
"827",1,"","清水 太志郎清水","PG/SG","11:34",5,2,5,"40.0%",1,2,"50.0%",0,0,"-",0,0,0,1,0,1,0,1,2,0,0,4,"2992","SR渋谷"
"828",3,"","ファイ サンバファイ","C","17:22",4,2,8,"25.0%",0,3,"0.0%",0,0,"-",1,3,4,0,2,0,0,2,4,0,0,0,"2992","SR渋谷"
"829",6,"〇","ロバート・サクレサクレ","C","32:02",18,9,20,"45.0%",0,1,"0.0%",0,0,"-",2,9,11,4,1,0,1,1,0,1,1,22,"2992","SR渋谷"
"830",7,"","伊藤 駿伊藤","PG","04:09",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,3,0,0,0,0,1,0,0,3,"2992","SR渋谷"
"831",9,"〇","ベンドラメ 礼生ベンドラメ","PG","23:41",10,4,6,"66.7%",2,2,"100.0%",0,0,"-",0,1,1,2,3,0,0,0,0,1,0,8,"2992","SR渋谷"
"832",14,"","杉浦 佑成杉浦","SF","06:32",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,2,1,0,0,0,0,0,-1,"2992","SR渋谷"
"833",22,"","長谷川 智也長谷川","SG","07:13",2,1,1,"100.0%",0,0,"-",0,0,"-",0,1,1,1,0,0,0,0,1,0,0,4,"2992","SR渋谷"
"834",24,"〇","広瀬 健太広瀬","SF","22:46",0,0,5,"0.0%",0,4,"0.0%",0,0,"-",0,3,3,0,0,0,0,0,4,0,0,-2,"2992","SR渋谷"
"835",32,"","山内 盛久山内","PG/SG","16:57",2,1,4,"25.0%",0,1,"0.0%",0,0,"-",0,2,2,3,0,0,0,0,2,0,0,4,"2992","SR渋谷"
"836",34,"〇","ライアン・ケリーケリー","SF/PF","32:10",28,10,15,"66.7%",3,5,"60.0%",5,5,"100.0%",1,7,8,3,1,0,3,0,2,6,1,36,"2992","SR渋谷"
"837",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,0,2,0,0,0,0,0,0,0,0,2,"2992","SR渋谷"
"838",NA,"","合計","","200:00",71,30,67,"44.8%",6,18,"33.3%",5,5,"100.0%",9,30,39,19,9,2,5,4,20,8,2,90,"2992","SR渋谷"
"839",1,"","小島 元基小島","PG","17:41",6,2,5,"40.0%",2,3,"66.7%",0,0,"-",0,0,0,1,0,0,0,1,2,0,0,4,"2993","A東京"
"840",2,"","齋藤 拓実齋藤","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2993","A東京"
"841",3,"〇","安藤 誓哉安藤","PG","25:37",13,5,7,"71.4%",1,2,"50.0%",2,2,"100.0%",0,2,2,7,0,1,0,0,2,2,0,21,"2993","A東京"
"842",6,"〇","馬場 雄大馬場","SF","22:45",10,3,5,"60.0%",1,2,"50.0%",3,4,"75.0%",0,6,6,3,2,0,1,0,4,5,0,15,"2993","A東京"
"843",7,"","正中 岳城正中","SG","10:57",9,3,4,"75.0%",2,3,"66.7%",1,1,"100.0%",0,0,0,0,1,1,0,0,0,2,0,8,"2993","A東京"
"844",10,"","ザック・バランスキーバランスキー","SF/PF","21:53",2,1,7,"14.3%",0,4,"0.0%",0,0,"-",0,3,3,1,3,1,0,0,1,1,0,-2,"2993","A東京"
"845",13,"〇","菊地 祥平菊地","SF","21:07",2,1,1,"100.0%",0,0,"-",0,0,"-",0,3,3,2,2,1,0,0,3,4,0,6,"2993","A東京"
"846",15,"〇","竹内 譲次竹内","PF/C","23:07",14,6,8,"75.0%",2,2,"100.0%",0,0,"-",1,6,7,0,0,0,0,0,1,1,0,19,"2993","A東京"
"847",24,"","田中 大貴田中","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2993","A東京"
"848",31,"","ジャワッド・ウィリアムズウィリアムズ","PF","26:47",19,6,10,"60.0%",1,2,"50.0%",6,8,"75.0%",1,2,3,2,0,0,0,1,4,5,0,18,"2993","A東京"
"849",53,"〇","アレックス・カークカーク","C","30:06",12,6,14,"42.9%",0,1,"0.0%",0,0,"-",1,7,8,3,0,0,0,0,1,1,1,15,"2993","A東京"
"850",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,0,3,0,0,0,0,0,1,0,0,3,"2993","A東京"
"851",NA,"","合計","","200:00",87,33,61,"54.1%",9,19,"47.4%",12,15,"80.0%",6,29,35,19,8,4,1,2,19,21,1,107,"2993","A東京"
"852",0,"〇","満原 優樹満原","PF/C","13:46",4,2,5,"40.0%",0,1,"0.0%",0,0,"-",0,2,2,0,0,0,0,0,1,1,0,3,"2993","SR渋谷"
"853",1,"","清水 太志郎清水","PG/SG","00:55",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,"2993","SR渋谷"
"854",3,"","ファイ サンバファイ","C","08:11",2,1,1,"100.0%",0,0,"-",0,0,"-",1,1,2,0,1,0,1,0,2,0,0,4,"2993","SR渋谷"
"855",6,"〇","ロバート・サクレサクレ","C","34:59",19,9,13,"69.2%",0,0,"-",1,4,"25.0%",1,3,4,2,1,1,1,0,2,6,3,19,"2993","SR渋谷"
"856",7,"","伊藤 駿伊藤","PG","17:25",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,1,0,0,0,0,2,0,0,2,"2993","SR渋谷"
"857",9,"〇","ベンドラメ 礼生ベンドラメ","PG","28:24",12,5,14,"35.7%",2,6,"33.3%",0,1,"0.0%",1,1,2,4,0,2,0,0,4,1,0,10,"2993","SR渋谷"
"858",14,"","杉浦 佑成杉浦","SF","11:36",3,1,4,"25.0%",1,2,"50.0%",0,0,"-",0,0,0,1,1,1,0,0,0,0,0,1,"2993","SR渋谷"
"859",22,"","長谷川 智也長谷川","SG","22:25",8,3,4,"75.0%",2,3,"66.7%",0,0,"-",0,1,1,0,2,1,0,0,3,0,0,7,"2993","SR渋谷"
"860",24,"〇","広瀬 健太広瀬","SF","18:07",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,1,1,0,1,0,0,1,2,1,0,-1,"2993","SR渋谷"
"861",32,"","山内 盛久山内","PG/SG","10:58",6,2,4,"50.0%",1,3,"33.3%",1,2,"50.0%",0,1,1,3,0,1,0,0,1,2,0,8,"2993","SR渋谷"
"862",34,"〇","ライアン・ケリーケリー","SF/PF","33:14",25,8,16,"50.0%",2,5,"40.0%",7,8,"87.5%",1,9,10,4,1,0,0,0,3,7,0,29,"2993","SR渋谷"
"863",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,1,2,0,0,0,0,0,0,0,0,2,"2993","SR渋谷"
"864",NA,"","合計","","200:00",79,31,62,"50.0%",8,21,"38.1%",9,15,"60.0%",5,21,26,15,7,6,2,1,21,18,3,84,"2993","SR渋谷"
"865",0,"","満原 優樹満原","PF/C","12:11",2,1,2,"50.0%",0,0,"-",0,0,"-",1,4,5,0,5,2,0,0,3,0,0,3,"3008","SR渋谷"
"866",1,"","清水 太志郎清水","PG/SG","02:59",3,1,2,"50.0%",1,1,"100.0%",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,2,"3008","SR渋谷"
"867",2,"","秋葉 真司秋葉","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3008","SR渋谷"
"868",3,"","ファイ サンバファイ","C","13:04",6,3,8,"37.5%",0,0,"-",0,0,"-",3,1,4,1,0,1,0,1,1,0,1,7,"3008","SR渋谷"
"869",6,"〇","ロバート・サクレサクレ","C","29:51",19,8,17,"47.1%",0,0,"-",3,3,"100.0%",5,3,8,0,0,3,1,0,2,4,2,22,"3008","SR渋谷"
"870",7,"","伊藤 駿伊藤","PG","17:33",0,0,4,"0.0%",0,1,"0.0%",0,0,"-",2,1,3,2,0,2,0,0,1,0,0,3,"3008","SR渋谷"
"871",9,"〇","ベンドラメ 礼生ベンドラメ","PG","24:10",9,4,8,"50.0%",1,3,"33.3%",0,0,"-",0,1,1,3,1,1,0,0,3,2,0,9,"3008","SR渋谷"
"872",14,"〇","杉浦 佑成杉浦","SF","17:25",0,0,4,"0.0%",0,3,"0.0%",0,0,"-",0,0,0,0,0,1,0,0,2,0,0,-3,"3008","SR渋谷"
"873",22,"","長谷川 智也長谷川","SG","12:10",3,1,4,"25.0%",1,4,"25.0%",0,0,"-",0,0,0,1,1,0,0,0,0,0,0,0,"3008","SR渋谷"
"874",24,"〇","広瀬 健太広瀬","SF","24:55",4,2,6,"33.3%",0,4,"0.0%",0,0,"-",1,0,1,2,1,4,0,0,1,1,0,6,"3008","SR渋谷"
"875",32,"","山内 盛久山内","PG/SG","15:44",3,1,5,"20.0%",1,4,"25.0%",0,0,"-",3,1,4,1,0,0,0,0,3,0,0,4,"3008","SR渋谷"
"876",34,"〇","ライアン・ケリーケリー","SF/PF","29:58",18,4,11,"36.4%",0,0,"-",10,12,"83.3%",0,7,7,3,0,0,0,0,4,9,2,19,"3008","SR渋谷"
"877",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,5,8,0,0,0,0,0,0,0,0,8,"3008","SR渋谷"
"878",NA,"","合計","","200:00",67,25,71,"35.2%",4,20,"20.0%",13,15,"86.7%",18,23,41,13,8,14,1,1,20,16,5,80,"3008","SR渋谷"
"879",0,"","溝口 秀人溝口","SG","02:20",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3008","北海道"
"880",1,"","関野 剛平関野","SG/SF","08:24",0,0,4,"0.0%",0,3,"0.0%",0,0,"-",0,3,3,0,0,0,0,0,0,1,0,-1,"3008","北海道"
"881",2,"","山本 柊輔山本","PG","00:55",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,0,1,0,-1,"3008","北海道"
"882",8,"〇","多嶋 朝飛多嶋","PG","25:10",12,5,8,"62.5%",2,4,"50.0%",0,1,"0.0%",0,3,3,3,1,1,0,0,1,0,0,14,"3008","北海道"
"883",9,"","折茂 武彦折茂","SG","16:13",2,1,6,"16.7%",0,0,"-",0,0,"-",0,0,0,0,2,1,0,0,1,0,0,-4,"3008","北海道"
"884",10,"","市岡 ショーン市岡","PF","14:21",2,1,2,"50.0%",0,0,"-",0,0,"-",1,3,4,1,0,0,0,0,2,1,0,6,"3008","北海道"
"885",11,"〇","桜井 良太桜井","SF","21:45",2,0,2,"0.0%",0,1,"0.0%",2,2,"100.0%",0,2,2,4,0,2,0,0,2,4,0,8,"3008","北海道"
"886",13,"〇","デイビッド・ドブラスドブラス","C","24:12",10,4,7,"57.1%",1,1,"100.0%",1,2,"50.0%",2,5,7,1,6,0,0,1,5,3,0,8,"3008","北海道"
"887",15,"〇","マーク・トラソリーニトラソリーニ","PF/C","34:24",27,11,17,"64.7%",2,2,"100.0%",3,4,"75.0%",1,5,6,1,2,0,1,0,4,2,0,26,"3008","北海道"
"888",17,"","川邉 亮平川邉","SF","03:36",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,1,1,0,0,0,0,0,0,0,0,0,"3008","北海道"
"889",23,"","野口 大介野口","PF","18:19",6,2,3,"66.7%",1,1,"100.0%",1,3,"33.3%",0,6,6,1,2,0,0,0,1,3,0,8,"3008","北海道"
"890",32,"〇","松島 良豪松島","PG","30:21",5,2,4,"50.0%",1,1,"100.0%",0,2,"0.0%",1,0,1,4,3,2,0,0,1,4,0,5,"3008","北海道"
"891",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,1,5,0,0,0,0,0,0,0,0,5,"3008","北海道"
"892",NA,"","合計","","200:00",66,26,54,"48.1%",7,14,"50.0%",7,14,"50.0%",9,29,38,15,17,6,1,1,17,19,0,74,"3008","北海道"
"893",0,"","満原 優樹満原","PF/C","17:15",4,2,5,"40.0%",0,3,"0.0%",0,1,"0.0%",2,3,5,0,0,0,0,0,2,1,0,5,"3009","SR渋谷"
"894",1,"","清水 太志郎清水","PG/SG","04:29",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3009","SR渋谷"
"895",2,"","秋葉 真司秋葉","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3009","SR渋谷"
"896",3,"","ファイ サンバファイ","C","11:03",4,1,4,"25.0%",0,1,"0.0%",2,2,"100.0%",3,2,5,0,1,0,0,0,4,1,0,5,"3009","SR渋谷"
"897",6,"〇","ロバート・サクレサクレ","C","33:12",21,8,14,"57.1%",0,1,"0.0%",5,6,"83.3%",3,7,10,3,1,0,2,0,3,3,0,28,"3009","SR渋谷"
"898",7,"","伊藤 駿伊藤","PG","11:17",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,0,0,0,-1,"3009","SR渋谷"
"899",9,"〇","ベンドラメ 礼生ベンドラメ","PG","32:02",3,1,6,"16.7%",0,2,"0.0%",1,4,"25.0%",1,2,3,3,6,1,0,0,3,3,0,-4,"3009","SR渋谷"
"900",14,"〇","杉浦 佑成杉浦","SF","16:58",11,4,7,"57.1%",3,6,"50.0%",0,0,"-",0,1,1,2,2,1,0,0,3,0,0,10,"3009","SR渋谷"
"901",22,"","長谷川 智也長谷川","SG","07:54",0,0,8,"0.0%",0,4,"0.0%",0,0,"-",0,0,0,0,0,0,0,1,1,2,0,-8,"3009","SR渋谷"
"902",24,"〇","広瀬 健太広瀬","SF","21:21",2,1,2,"50.0%",0,1,"0.0%",0,0,"-",0,1,1,3,1,0,1,0,3,0,0,5,"3009","SR渋谷"
"903",32,"","山内 盛久山内","PG/SG","15:05",0,0,2,"0.0%",0,1,"0.0%",0,0,"-",1,0,1,4,0,0,0,0,1,1,0,3,"3009","SR渋谷"
"904",34,"〇","ライアン・ケリーケリー","SF/PF","29:24",12,5,16,"31.3%",1,4,"25.0%",1,1,"100.0%",3,9,12,3,0,0,0,1,4,6,1,16,"3009","SR渋谷"
"905",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,2,2,0,1,0,0,0,0,0,0,1,"3009","SR渋谷"
"906",NA,"","合計","","200:00",57,22,64,"34.4%",4,23,"17.4%",9,14,"64.3%",13,27,40,18,13,2,3,2,24,17,1,60,"3009","SR渋谷"
"907",0,"","溝口 秀人溝口","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3009","北海道"
"908",1,"","関野 剛平関野","SG/SF","08:02",3,1,4,"25.0%",0,1,"0.0%",1,2,"50.0%",0,0,0,0,0,0,0,0,0,1,0,-1,"3009","北海道"
"909",2,"","山本 柊輔山本","PG","05:06",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,2,0,0,0,1,1,0,0,1,"3009","北海道"
"910",8,"〇","多嶋 朝飛多嶋","PG","28:08",11,4,8,"50.0%",1,3,"33.3%",2,2,"100.0%",0,5,5,6,1,0,0,0,2,2,0,17,"3009","北海道"
"911",9,"","折茂 武彦折茂","SG","11:42",2,1,4,"25.0%",0,0,"-",0,0,"-",0,0,0,1,0,2,0,0,1,1,0,2,"3009","北海道"
"912",10,"","市岡 ショーン市岡","PF","11:33",0,0,1,"0.0%",0,0,"-",0,0,"-",2,4,6,0,1,1,0,0,4,1,0,5,"3009","北海道"
"913",11,"〇","桜井 良太桜井","SF","26:13",6,2,2,"100.0%",0,0,"-",2,4,"50.0%",2,3,5,3,2,1,0,0,3,4,0,11,"3009","北海道"
"914",13,"〇","デイビッド・ドブラスドブラス","C","26:30",21,9,16,"56.3%",0,1,"0.0%",3,6,"50.0%",2,6,8,1,2,0,0,1,2,5,1,18,"3009","北海道"
"915",15,"〇","マーク・トラソリーニトラソリーニ","PF/C","32:32",23,7,17,"41.2%",2,6,"33.3%",7,8,"87.5%",4,5,9,4,0,3,2,0,1,7,1,30,"3009","北海道"
"916",17,"","川邉 亮平川邉","SF","16:20",6,2,3,"66.7%",0,0,"-",2,2,"100.0%",2,1,3,1,0,1,0,1,1,1,0,10,"3009","北海道"
"917",23,"","野口 大介野口","PF","09:25",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,2,0,0,0,0,1,0,0,1,"3009","北海道"
"918",32,"〇","松島 良豪松島","PG","24:29",4,1,7,"14.3%",0,1,"0.0%",2,2,"100.0%",0,1,1,2,1,0,0,0,1,2,0,0,"3009","北海道"
